"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3240000","3240000-102-1972-05566","19721023","","03","폐업","02","폐업","20081201","","","","02 4860725","164.32","134871","서울특별시 강동구 천호동 550-4번지 .5.6 ","","","테크노노래주점","20090806164520","I","2018-08-31 23:59:59.0","스텐드바","211263.209311589    ","448686.909508157    ","스텐드바","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","164.32","","",""
"3240000","3240000-102-1975-05529","19750628","","01","영업/정상","01","영업","","","","","02 4711534","175.80","134872","서울특별시 강동구 천호동 412-2번지 ","서울특별시 강동구 천호대로157길 51 (천호동)","05329","엔츠 노래타운","20171201162203","I","2018-08-31 23:59:59.0","룸살롱","211212.492261553    ","448649.550207031    ","룸살롱","","","","","","","","","","","","","","Y","175.8","","",""
"3240000","3240000-102-1976-05609","19760811","","03","폐업","02","폐업","19990323","","","","02","485.95","134874","서울특별시 강동구 천호동 425-5번지 ","","","강동월드컵","19990902000000","I","2018-08-31 23:59:59.0","카바레","210970.75707265     ","448713.31669728     ","카바레","21","22","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","485.95","","",""
"3240000","3240000-102-1978-05541","19780922","","03","폐업","02","폐업","20210528","","","","02  474 9979","106.95","134871","서울특별시 강동구 천호동 557-2 ","서울특별시 강동구 진황도로 23-1 (천호동)","05334","비너스 주점","20210528144441","U","2021-05-30 02:40:00.0","룸살롱","211430.177266067    ","448563.205344312    ","룸살롱","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","Y","106.95","","",""
"3240000","3240000-102-1979-05565","19790426","","03","폐업","02","폐업","19911213","","","","0204788835","313.50","134874","서울특별시 강동구 천호동 455-20번지 ","","","모나코룸크럽","20020605000000","I","2018-08-31 23:59:59.0","스텐드바","","","스텐드바","3","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","313.5","","",""
"3240000","3240000-102-1980-05514","19800126","","03","폐업","02","폐업","19941206","","","","0201768800","118.60","134841","서울특별시 강동구 성내동 119-1번지 ","","","로얄","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","118.6","","",""
"3240000","3240000-102-1980-05519","19800905","","03","폐업","02","폐업","19920919","","","","0201768800","128.64","134867","서울특별시 강동구 천호동 288-1번지 ","","","홈런","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","211313.932579998    ","449686.721186141    ","룸살롱","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","128.64","","",""
"3240000","3240000-102-1980-05520","19800708","","01","영업/정상","01","영업","","","","","02 4776902","99.56","134890","서울특별시 강동구 성내동 429-10","서울특별시 강동구 양재대로89길 13 (성내동)","05405","월드컵노래주점","20221021095645","U","2021-10-30 22:03:00.0","룸살롱","211835.981249432","447143.431610694","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-102-1980-05521","19800908","","03","폐업","02","폐업","20050708","","","","02 4811406","164.73","134874","서울특별시 강동구 천호동 432-11번지 ","","","대천","20050228000000","I","2018-08-31 23:59:59.0","룸살롱","210852.338764731    ","448718.284718108    ","룸살롱","2","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","164.73","","",""
"3240000","3240000-102-1980-05525","19801114","","03","폐업","02","폐업","19980406","","","","0204768730","368.17","134814","서울특별시 강동구 길동 412-12번지 ","","","지구촌","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","212215.378259229    ","448196.85466049     ","룸살롱","1","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","368.17","","",""
"3240000","3240000-102-1980-05528","19800701","","01","영업/정상","01","영업","","","","","","95.76","134859","서울특별시 강동구 암사동 496-17","서울특별시 강동구 상암로11길 4 1층 (암사동)","05264","보스노래밤","20221215112130","U","2021-11-01 23:07:00.0","룸살롱","211315.841955253","449745.468868802","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-102-1980-05530","19800512","","03","폐업","02","폐업","20161027","","","","0222150152","234.90","134020","서울특별시 강동구 천호동 406-13번지 14 ","서울특별시 강동구 구천면로 211 (천호동14)","05326","필","20090105093437","I","2018-08-31 23:59:59.0","스텐드바","211257.023272453    ","448718.236133386    ","스텐드바","","","","","","","","","","","","","","N","234.9","","",""
"3240000","3240000-102-1980-05539","19800228","","03","폐업","02","폐업","20030630","","","","0204712531","102.12","134814","서울특별시 강동구 길동 414-10번지 ","","","2002월드컵","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","212081.019857419    ","448209.124823551    ","룸살롱","2","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","102.12","","",""
"3240000","3240000-102-1980-05540","19800829","","03","폐업","02","폐업","20000628","","","","0204760954","108.77","134844","서울특별시 강동구 성내동 416-20번지 ","","","물레방아","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","211915.887675213    ","447415.173700601    ","룸살롱","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","108.77","","",""
"3240000","3240000-102-1980-05542","19800617","","01","영업/정상","01","영업","","","","","02  470 0357","101.88","134843","서울특별시 강동구 성내동 397-11 지하1층","서울특별시 강동구 양재대로 1389 (성내동)","05376","금방석","20221104102127","U","2021-11-01 00:06:00.0","룸살롱","212019.445454587","447558.930246347","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-102-1980-05547","19800131","","03","폐업","02","폐업","20120529","","","","02 4708214","229.32","134814","서울특별시 강동구 길동 457-1번지 ","","","뻐꾸기노래주점","20090528115231","I","2018-08-31 23:59:59.0","스텐드바","212062.685873527    ","448097.972840302    ","스텐드바","10","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","229.32","","",""
"3240000","3240000-102-1980-05549","19800125","","03","폐업","02","폐업","20040514","","","","02","256.96","134814","서울특별시 강동구 길동 456-5번지 ","","","명성","20030102000000","I","2018-08-31 23:59:59.0","룸살롱","212077.520125302    ","448133.160121928    ","룸살롱","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","256.96","","",""
"3240000","3240000-102-1980-05568","19800925","","01","영업/정상","01","영업","","","","","02 4818068","138.18","134859","서울특별시 강동구 암사동 496-16번지 ","서울특별시 강동구 상암로11길 8 (암사동)","05264","월드컵","20171201172800","I","2018-08-31 23:59:59.0","스텐드바","211317.192203556    ","449761.089973295    ","스텐드바","0","0","기타","기타","상수도전용","","","","","","","","","Y","138.18","","",""
"3240000","3240000-102-1981-05493","19810423","","03","폐업","02","폐업","19910909","","","","0204781188","230.17","134814","서울특별시 강동구 길동 414-9번지 ","","","대호","20020605000000","I","2018-08-31 23:59:59.0","요정","212112.777293643    ","448266.564306193    ","요정","1","7","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","230.17","","",""
"3240000","3240000-102-1982-05513","19821230","","03","폐업","02","폐업","20001206","","","","02 4753630","178.80","134814","서울특별시 강동구 길동 415-7번지 ","","","대벌","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","212067.798278551    ","448341.061539797    ","룸살롱","2","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","178.8","","",""
"3240000","3240000-102-1982-05585","19820726","","03","폐업","02","폐업","20031011","","","","02 4881091","924.87","134874","서울특별시 강동구 천호동 425-5번지 ","","","서역기행","20030519000000","I","2018-08-31 23:59:59.0","카바레","210970.75707265     ","448713.31669728     ","카바레","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","924.87","","",""
"3240000","3240000-102-1983-05523","19830604","","03","폐업","02","폐업","20120425","","","","02 4825228","92.92","134880","서울특별시 강동구 길동 389-4번지 ","","","일원","20100224143009","I","2018-08-31 23:59:59.0","룸살롱","212237.193846835    ","448335.191890672    ","룸살롱","","","","","","","","","","","","","","N","92.92","","",""
"3240000","3240000-102-1983-05524","19830316","","03","폐업","02","폐업","19991007","","","","02","296.12","134864","서울특별시 강동구 천호동 453-19번지 ","","","티파니","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","211176.084703491    ","448449.888935391    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","296.12","","",""
"3240000","3240000-102-1983-05526","19830624","","01","영업/정상","01","영업","","","","","0204836662","278.38","134880","서울특별시 강동구 길동 388-3","서울특별시 강동구 양재대로111길 18 (길동)","05353","대경","20221026140833","U","2021-10-30 22:08:00.0","룸살롱","212172.882862768","448356.930269962","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-102-1983-05576","19831214","","03","폐업","02","폐업","20070105","","","","02 4777966","897.38","134814","서울특별시 강동구 길동 459-3번지 ","","","나성회관","20050812000000","I","2018-08-31 23:59:59.0","카바레","212143.778930005    ","448048.253831401    ","카바레","16","8","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","897.38","","",""
"3240000","3240000-102-1983-05582","19830329","","03","폐업","02","폐업","20080722","","","","02 4846391","778.90","134873","서울특별시 강동구 천호동 419-3번지 ","","","카인호프나이트","20080128151344","I","2018-08-31 23:59:59.0","고고(디스코)클럽","211122.336085013    ","448641.392175021    ","고고(디스코)클럽","16","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","778.9","","",""
"3240000","3240000-102-1983-05584","19830908","","03","폐업","02","폐업","19991016","","","","02   00000","670.06","134864","서울특별시 강동구 천호동 451-0번지 ","","","G세븐클럽","20020605000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","211330.148489184    ","448364.45842256     ","고고(디스코)클럽","18","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","670.06","","",""
"3240000","3240000-102-1983-05588","19830329","","03","폐업","02","폐업","19990423","","","","02 4848411","864.48","134814","서울특별시 강동구 길동 414-1번지 ","","","국일관","20020605000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","212102.541821818    ","448338.998117904    ","고고(디스코)클럽","18","12","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","864.48","","",""
"3240000","3240000-102-1983-05607","19830329","","03","폐업","02","폐업","20040303","","","","02 4843003","1003.20","134874","서울특별시 강동구 천호동 427-3번지 ","","","동해회관","20020605000000","I","2018-08-31 23:59:59.0","카바레","210935.038615054    ","448663.480515858    ","카바레","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","1003.2","","",""
"3240000","3240000-102-1984-05512","19840612","","03","폐업","02","폐업","20200929","","","","02 4848445","83.08","134814","서울특별시 강동구 길동 458-1 ","서울특별시 강동구 진황도로 106 (길동)","05355","샤방샤방","20200929134405","U","2020-10-01 02:40:00.0","룸살롱","212120.39974612     ","448126.582244832    ","룸살롱","","","","","","","","","","","","","","Y","83.08","","",""
"3240000","3240000-102-1984-05516","19841224","","01","영업/정상","01","영업","","","","","0226423928","134.50","134814","서울특별시 강동구 길동 412-2번지 ","서울특별시 강동구 양재대로109길 26 (길동)","05353","수담","20181116171441","U","2018-11-18 02:35:50.0","룸살롱","212212.69263868     ","448288.015400093    ","룸살롱","","","","","","","","","","","","","","Y","134.5","","",""
"3240000","3240000-102-1984-05517","19840419","","01","영업/정상","01","영업","","","","","02  474 8756","39.60","134872","서울특별시 강동구 천호동 412-3번지 ","서울특별시 강동구 천호대로157길 49 (천호동)","05329","부킹노래짱","20180723120109","I","2018-08-31 23:59:59.0","룸살롱","211209.896771449    ","448636.019046393    ","룸살롱","","","","","","","","","","","","","","Y","39.6","","",""
"3240000","3240000-102-1984-05532","19840605","","03","폐업","02","폐업","19911231","","","","0204863490","77.76","134814","서울특별시 강동구 길동 414-1번지 ","","","풍차","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","212102.541821818    ","448338.998117904    ","룸살롱","1","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","77.76","","",""
"3240000","3240000-102-1984-05534","19840608","","03","폐업","02","폐업","19970204","","","","0204760801","148.00","134814","서울특별시 강동구 길동 413-51번지 ","","","보스톤","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","212142.229797249    ","448155.712949615    ","룸살롱","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","148","","",""
"3240000","3240000-102-1984-05536","19840607","","01","영업/정상","01","영업","","","","","02 4875603","320.65","134814","서울특별시 강동구 길동 415-18 ","서울특별시 강동구 진황도로 93 (길동)","05354","모델노래타운","20211229095230","U","2021-12-31 02:40:00.0","룸살롱","212025.713738228    ","448227.378064025    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","Y","320.65","","",""
"3240000","3240000-102-1984-05543","19841219","","03","폐업","02","폐업","19980918","","","","02 4822525","400.95","134874","서울특별시 강동구 천호동 425-5번지 ","","","둥근달","20020605000000","I","2018-08-31 23:59:59.0","스텐드바","210970.75707265     ","448713.31669728     ","스텐드바","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","400.95","","",""
"3240000","3240000-102-1984-05544","19840601","","03","폐업","02","폐업","19981214","","","","02 4762114","161.82","134872","서울특별시 강동구 천호동 414-0번지 ","","","월드컵","20020605000000","I","2018-08-31 23:59:59.0","스텐드바","211154.18803842     ","448580.889486458    ","스텐드바","2","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","161.82","","",""
"3240000","3240000-102-1984-05550","19841002","","03","폐업","02","폐업","19940302","","","","0204780570","221.50","134814","서울특별시 강동구 길동 456-5번지 ","","","우산속","20020605000000","I","2018-08-31 23:59:59.0","비어(바)살롱","212077.520125302    ","448133.160121928    ","비어(바)살롱","5","15","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","221.5","","",""
"3240000","3240000-102-1984-05551","19840328","","03","폐업","02","폐업","19910809","","","","0204858062","17.34","134864","서울특별시 강동구 천호동 163-8번지 ","","","써니","20020824000000","I","2018-08-31 23:59:59.0","비어(바)살롱","211681.146939902    ","448411.061561332    ","비어(바)살롱","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","17.34","","",""
"3240000","3240000-102-1984-05552","19840418","","03","폐업","02","폐업","20010205","","","","02","127.68","134874","서울특별시 강동구 천호동 427-29번지 32 ","","","멀티","20010205000000","I","2018-08-31 23:59:59.0","비어(바)살롱","211033.50025702     ","448588.893143295    ","비어(바)살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","127.68","","",""
"3240000","3240000-102-1984-05553","19840329","","03","폐업","02","폐업","19910809","","","","0204766902","26.60","134864","서울특별시 강동구 천호동 163-8번지 ","","","황제","20020605000000","I","2018-08-31 23:59:59.0","비어(바)살롱","211681.146939902    ","448411.061561332    ","비어(바)살롱","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","26.6","","",""
"3240000","3240000-102-1984-05555","19841005","","03","폐업","02","폐업","20080421","","","","02 4780570","715.16","134873","서울특별시 강동구 천호동 419-3번지 ","","","팽고팽고","20080128152012","I","2018-08-31 23:59:59.0","비어(바)살롱","211122.336085013    ","448641.392175021    ","비어(바)살롱","2","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","715.16","","",""
"3240000","3240000-102-1984-05561","19841224","","03","폐업","02","폐업","19970502","","","","02 4853235","1253.29","134874","서울특별시 강동구 천호동 454-2번지 ","","","관광호텔목산나이트클럽","20020605000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","211027.8338921      ","448547.246478759    ","관광호텔나이트(디스코)","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","1253.29","","",""
"3240000","3240000-102-1984-05567","19840605","","03","폐업","02","폐업","19990512","","","","02","150.00","134874","서울특별시 강동구 천호동 430-4번지 ","","","우진","19990512000000","I","2018-08-31 23:59:59.0","스텐드바","210968.920656       ","448573.940133       ","스텐드바","1","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","150","","",""
"3240000","3240000-102-1984-05608","19841110","","03","폐업","02","폐업","20120531","","","","02 4705959","1050.52","134869","서울특별시 강동구 천호동 355-0번지 ","","","메트로","20110308153555","I","2018-08-31 23:59:59.0","고고(디스코)클럽","210967.904977713    ","448818.465138021    ","고고(디스코)클럽","27","16","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","1050.52","","",""
"3240000","3240000-102-1985-05527","19851002","","03","폐업","02","폐업","20030613","","","","02 4820520","183.00","134814","서울특별시 강동구 길동 412-8번지 ","","","모델","20020716000000","I","2018-08-31 23:59:59.0","룸살롱","212241.599163626    ","448298.45939367     ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","183","","",""
"3240000","3240000-102-1985-05533","19851207","","03","폐업","02","폐업","20090526","","","","02 4760022","733.78","134874","서울특별시 강동구 천호동 454-15번지 ","","","샴푸나이트","20080821170225","I","2018-08-31 23:59:59.0","카바레","211096.952458378    ","448450.575807613    ","카바레","","","","","","","","","","","","","","N","733.78","","",""
"3240000","3240000-102-1985-05535","19850313","","03","폐업","02","폐업","19921103","","","","0204750010","53.94","134872","서울특별시 강동구 천호동 416-9번지 ","","","돌고래","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","211068.779600194    ","448627.271618704    ","룸살롱","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","53.94","","",""
"3240000","3240000-102-1985-05538","19851103","","03","폐업","02","폐업","19940302","","","","0204737676","92.37","134880","서울특별시 강동구 길동 389-4번지 ","","","파레스","20020605000000","I","2018-08-31 23:59:59.0","룸살롱","212237.193846835    ","448335.191890672    ","룸살롱","3","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","92.37","","",""
"3240000","3240000-102-1985-05546","19850603","","03","폐업","02","폐업","20140428","","","","02 4709951","499.06","134814","서울특별시 강동구 길동 414-1번지 ","서울특별시 강동구 천호대로175길 58 (길동)","05353","돌고래","20130219154650","I","2018-08-31 23:59:59.0","룸살롱","212102.541821818    ","448338.998117904    ","룸살롱","2","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","499.06","","",""
"3240000","3240000-102-1985-05554","19850112","","03","폐업","02","폐업","19910523","","","","0204775553","133.20","134874","서울특별시 강동구 천호동 455-20번지 ","","","파파","20020605000000","I","2018-08-31 23:59:59.0","비어(바)살롱","","","비어(바)살롱","2","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","133.2","","0",""
"3240000","3240000-102-1985-05557","19851210","","03","폐업","02","폐업","20180704","","","","02  474 5608","95.51","134020","서울특별시 강동구 천호동 430-1번지 3 ","서울특별시 강동구 올림픽로70길 25 (천호동3)","05328","이꼬이꼬","20180704112529","I","2018-08-31 23:59:59.0","룸살롱","210977.157996199    ","448582.357085194    ","룸살롱","2","1","유흥업소밀집지역","자율","상수도전용","","","","","","","","","Y","95.51","","",""
"3240000","3240000-102-1985-05569","19850918","","01","영업/정상","01","영업","","","","","","109.46","134871","서울특별시 강동구 천호동 410-159번지 ","서울특별시 강동구 진황도로 32 (천호동)","05336","씨티","20171201172421","I","2018-08-31 23:59:59.0","스텐드바","211460.016588821    ","448507.138495635    ","스텐드바","","","","","","","","","","","","","","Y","109.46","","",""
"3240000","3240000-102-1985-05570","19850216","","03","폐업","02","폐업","20031128","","","","02 4782366","105.77","134873","서울특별시 강동구 천호동 418-7번지 417-89 ","","","IMF(아이엠에프)","20030206000000","I","2018-08-31 23:59:59.0","룸살롱","211135.641968897    ","448731.083107351    ","룸살롱","2","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","105.77","","",""
"3240000","3240000-102-1985-05571","19851120","","01","영업/정상","01","영업","","","","","02  486 5185","111.40","134871","서울특별시 강동구 천호동 550-9번지 ","서울특별시 강동구 진황도로 5 (천호동)","05334","아쭈포차","20190212174656","U","2019-02-14 02:40:00.0","간이주점","211286.867447021    ","448670.445916084    ","간이주점","0","0","","","","","","","","","","","","Y","111.4","","",""
"3240000","3240000-102-1985-05577","19850325","","03","폐업","02","폐업","20160530","","","","02 4715551","743.62","134880","서울특별시 강동구 길동 389-2번지 ","서울특별시 강동구 양재대로 1471 (길동)","05353","세일세일노래주점","20140210093024","I","2018-08-31 23:59:59.0","룸살롱","212251.603548884    ","448345.727351302    ","룸살롱","25","23","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","743.62","","",""
"3240000","3240000-102-1985-10806","19850322","","03","폐업","02","폐업","20080328","","","","02 4753421","475.39","134864","서울특별시 강동구 천호동 452-3번지 ","","","신세계회관","20061208000000","I","2018-08-31 23:59:59.0","카바레","211261.468606267    ","448409.006712386    ","카바레","","","","","","","","","","","","","","N","475.39","","",""
"3240000","3240000-102-1986-05518","19860715","","01","영업/정상","01","영업","","","","","02  488 0224","81.36","134814","서울특별시 강동구 길동 413-13번지 ","서울특별시 강동구 진황도로 103 (길동)","05353","왕초","20200601110134","U","2020-06-04 02:40:00.0","룸살롱","212117.206942934    ","448171.400384865    ","룸살롱","","","","","","","","","","","","","","Y","81.36","","",""
"3240000","3240000-102-1986-05562","19861015","","03","폐업","02","폐업","19900601","","","","0204708251","983.13","134874","서울특별시 강동구 천호동 454-2번지 ","","","유니버스호텔나이트","20020605000000","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","211027.8338921      ","448547.246478759    ","관광호텔나이트(디스코)","29","2","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","983.13","","",""
"3240000","3240000-102-1986-05572","19860131","","03","폐업","02","폐업","19920919","","","","0204730629","799.32","134873","서울특별시 강동구 천호동 420-6번지 ","","","극장식스텐드바몽몽","20020605000000","I","2018-08-31 23:59:59.0","스텐드바","211157.141625897    ","448650.43192852     ","스텐드바","3","3","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","799.32","","",""
"3240000","3240000-102-1986-05574","19860414","","03","폐업","02","폐업","19930722","","","","0204830072","284.12","134864","서울특별시 강동구 천호동 451-0번지 ","","","관광열차","20020605000000","I","2018-08-31 23:59:59.0","스텐드바","211330.148489184    ","448364.45842256     ","스텐드바","1","2","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","284.12","","",""
"3240000","3240000-102-1986-05575","19860927","","03","폐업","02","폐업","19900601","","","","0204886011","55.72","134874","서울특별시 강동구 천호동 454-1번지 ","","","호텔목산스카이라운지","20020605000000","I","2018-08-31 23:59:59.0","스텐드바","211025.924972294    ","448495.189151526    ","스텐드바","1","1","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","55.72","","",""
"3240000","3240000-102-1986-05578","19860414","","03","폐업","02","폐업","20000314","","","","02","311.89","134814","서울특별시 강동구 길동 413-50번지 ","","","현대캬바레","20020605000000","I","2018-08-31 23:59:59.0","카바레","212127.772315316    ","448197.171823144    ","카바레","2","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","311.89","","",""
"3240000","3240000-102-1986-05579","19861107","","01","영업/정상","01","영업","","","","","02 4886463","314.80","134814","서울특별시 강동구 길동 415-18 호텔아르고 ","서울특별시 강동구 진황도로 93 호텔아르고 3층 (길동)","05354","하루","20201207213950","U","2020-12-09 02:40:00.0","룸살롱","212025.713738228    ","448227.378064025    ","룸살롱","6","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","Y","314.8","","",""
"3240000","3240000-102-1986-05586","19860604","","03","폐업","02","폐업","20120312","","","","02","386.42","134864","서울특별시 강동구 천호동 453-10번지 ","","","스타","20110622100523","I","2018-08-31 23:59:59.0","고고(디스코)클럽","211206.540974151    ","448438.130467194    ","고고(디스코)클럽","","","","","","","","","","","","","","N","386.42","","",""
"3240000","3240000-102-1986-05590","19860715","","03","폐업","02","폐업","20080204","","","","02","888.81","134814","서울특별시 강동구 길동 459-3번지 ","","","호박관광나이트","20080128152318","I","2018-08-31 23:59:59.0","고고(디스코)클럽","212143.778930005    ","448048.253831401    ","고고(디스코)클럽","24","5","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","888.81","","",""
"3240000","3240000-102-1987-05515","19870209","","03","폐업","02","폐업","20210730","","","","02 4886540","207.97","134814","서울특별시 강동구 길동 412-15 ","서울특별시 강동구 양재대로 1463-1 (길동)","05353","대명","20210730134722","U","2021-08-01 02:40:00.0","룸살롱","212239.908968756    ","448270.008555311    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","Y","207.97","","",""
"3240000","3240000-102-1987-05564","19871005","","03","폐업","02","폐업","19990311","","","","02 4742211","828.84","134814","서울특별시 강동구 길동 459-2번지 ","","","연예인째즈크럽","20020605000000","I","2018-08-31 23:59:59.0","스텐드바","212111.336830711    ","448059.842030801    ","스텐드바","10","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","828.84","","",""
"3240000","3240000-102-1987-05580","19870513","","03","폐업","02","폐업","20030507","","","","02 4715006","1759.60","134874","서울특별시 강동구 천호동 425-5번지 ","","","둥근달회관","20020605000000","I","2018-08-31 23:59:59.0","카바레","210970.75707265     ","448713.31669728     ","카바레","34","11","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","1759.6","","",""
"3240000","3240000-102-1987-05581","19870928","","03","폐업","02","폐업","19990311","","","","0204884600","657.49","134814","서울특별시 강동구 길동 459-2번지 ","","","정통나이트클럽로드타운","20020605000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","212111.336830711    ","448059.842030801    ","고고(디스코)클럽","25","1","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","657.49","","",""
"3240000","3240000-102-1987-05589","19870615","","03","폐업","02","폐업","20000731","","","","02 4761838","1735.16","134874","서울특별시 강동구 천호동 425-5번지 ","","","동양회관","20020605000000","I","2018-08-31 23:59:59.0","고고(디스코)클럽","210970.75707265     ","448713.31669728     ","고고(디스코)클럽","8","1","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","1735.16","","",""
